20181212005600_JvhT6, 2458464.538893520832, 2018-12-12 00:56:00.400200,    -1,  ..., 259.678979, 347.554267,  51.85204,  0.3420,  +2.68765,  0.0704,  50.15531,  0.3349, -15.63051,  0.1316,  12.19092,  0.0372,   5.80728,  0.0481,  -5.00502,  0.0395,  37.65932,  0.0728,    2.311815,  0.0358,   0.617197,  0.0051,   5.208721,  0.0420,  42.697915,   0.3260,  79.688676,   0.0001, 122.386591,  0.3259,   3.529574,    None,   0.884969,  0.0010, 317.290378,  0.3259.1, 351.443136,  0.2434,    3.738661,  0.0707,   0.280398,  0.0059,   3.515039,  0.0833,   3.295637,  0.0301,  45.07898,  0.2723,  +8.17095,  0.0562, 102.40538,  0.2032,  31.23784,  0.2209,  16.82000,  0.0275,  15.59272,  0.0111,    34.475198,  0.0002,  -107.129078,  0.0002.1,  82.3612,    0.04,    34.500024,  0.0002.2,  -107.266074,  0.0003,  74.4798,    0.04.1,     0.97,  +1.28,  77.1330, 0.663, 2.18e-04, 13.35,        40.12,   True,   True.1,    2," US0002,US0009",20181212083853_Yedfh, 2458464.860339391045, 2018-12-12 08:38:53.323386,     4,  GEM, 260.005826, 103.227839, 110.91561,  1.8049, +32.14236,  0.3495, 107.87447,  1.4914,  +9.99331,  0.5527,  33.45062,  0.9335,  53.14110,  0.7246, +10.01246,  0.6355,  33.38230,  1.1668,    1.290187,  0.1042,   0.885735,  0.0097,  21.343419,  0.7844, 324.124681,   1.6995, 260.001510,   0.0002, 224.126191,  1.6997, -12.315072,   0.147423,  0.0028, 215.880891,  1.6997.1, 334.410279,  5.3245,    2.432951,  0.2060,   0.672551,  0.1167,   1.465480,  0.1663,   4.464273,  0.4259, 111.76000,  1.7567, +32.12681,  0.3345, 108.10661,  4.9066,  82.40371,  1.3005,  35.29067,  0.8818,  35.10122,  0.8461,    34.788109,  0.0006,  -107.493296,  0.0017,  99.6055,    0.23,    34.791725,  -107.506712,  0.0011,  89.7866,    0.13,     0.28,  +1.26,  93.5351, 0.618, 1.63e-05, 17.74,        89.56,20181213102838_fwqHf, 2458465.936552728061, 2018-12-13 10:28:38.155704, 261.100249, 132.780478, 113.86297,  0.8749, +33.14219,  0.9164, 110.21294,  0.5855, +11.36373,  1.0210,  34.63014,  1.4621,  56.39332,  2.1692, +11.72722,  1.2979,  33.56724,  0.7199,    1.313369,  0.0937,   0.896807,  0.0143,  26.412647,  4.3799, 325.480508,   0.4014, 261.098350,   0.0007, 226.578857,  0.4019, -14.600679,   0.135530,  0.0087, 214.523481,  0.4019.1, 335.553620,  3.2975,    2.491208,  0.1957,   0.654824,  0.0703,   1.505153,  0.1616,   4.360640,  0.3076, 115.29211,  0.8225, +33.28805,  0.8805, 266.11379,  2.7809,  75.41692,  0.8636,  36.26781,  1.3916,  34.67242,  0.7243,    35.553617,  -106.438181,  0.0006.1,  96.4571,    0.10,    35.555085,  0.0006.2,  -106.411732,  0.0006.3,  87.0701,    0.10.1,  +0.55,  88.5352, 0.844, 3.23e-05, 16.62,        50.57," US0007,US0008",20181214074510_63ltF, 2458466.823033827823, 2018-12-14 07:45:10.122724, 262.001865,  91.811376, 117.07071,  1.3039, +33.34149,  0.4757, 112.87494,  1.0275, +12.02848,  0.6479,  32.83145,  0.4213,  55.59483,  0.1179, +12.45173,  0.7490,  31.72905,  0.6956,    1.114979,  0.0873,   0.876421,  0.0057,  26.406813,  1.4087, 327.284640,   1.1161, 261.998204,   0.0003, 229.282843,  1.1164, -13.908244,   0.137788,  0.0026, 212.719888,  1.1163, 327.444240,  2.8817,    2.092170,  0.1723,   0.837152,  0.0682,   1.177337,  0.1498,   5.066859,  0.2631, 117.40467,  1.2616, +33.23465,  0.4603,  85.80908,  2.1480,  68.75903,  0.9393,  34.79653,  0.4002,  33.82133,  0.4014,    34.371801,  0.0007,  -107.424723,  0.0007.1,  94.8308,    0.11,    34.368932,  0.0008,  -107.471790,  83.5372,     0.44,  +0.11,  89.6887, 0.455, 8.98e-05, 10.05,        36.38,20190306033253_Imv06, 2458548.647837232333, 2019-03-06 03:32:53.136874, 345.008623, 109.609529, 107.11884,  2.0304, +42.33661,  1.1925, 103.36180,  1.5139, +19.68968,  1.3126,   8.63635,  0.6139,  80.26400,  0.3248,  +4.45186,  0.3600,  37.46033,  0.6014,    2.302405,  0.2857,   0.574086,  0.0500,   4.470580,  0.3630, 194.396468,   0.8140, 345.008109, 179.404577,  0.8140,  -1.110463,   0.980628, 345.601957,  0.8140.1, 356.785465,  0.6629,    3.624183,  0.5714,   0.282119,  0.0492,   3.493601,  0.6651,   3.346269,  0.2476, 109.99694,  1.6957, +40.79733,  0.9305,   2.71960, 13.8154,  83.80691,  0.7212,  14.07574,  0.3719,  11.77191,  0.2418,    34.611952,  -107.195766,  0.0005,  76.7576,    0.05,    34.607779,  0.0004,  -107.196295,  72.4371,    0.12,     0.38,  +2.94,  75.2274, 0.354, 3.90e-05, 80.99,        78.17," US0003,US0009",20190415034543_PNDPD, 2458588.656752347946, 2019-04-15 03:45:43.402863,  24.642666, 152.523218, 216.21114,  0.9599, -13.07977,  0.1884, 218.17839,  0.8424,  +1.21733,  0.4506,  31.44533,  0.2528, 168.06935,  0.2296,  +1.02116,  0.3930,  37.47035,  0.4968,    2.432271,  0.1794,   0.876030,  0.0078,   1.710799,  0.6747, 299.785690,   1.7661,  24.708676,   0.0122, 324.494366,  1.7551,  -1.484730,   0.301527, 240.146220,  1.7552, 349.351696,  1.8256,    4.563015,  0.3506,   0.259828,  0.0421,   3.793312,  0.3917,   2.798757,  0.2023, 214.80119,  0.8934, -11.39613,  0.2085, 115.81822,  0.7353,  15.42329,  0.5644,  33.68715,  0.2379,  32.86217,  0.0453,    34.222909,  0.0016,  -106.932854,  91.9359,    0.14,    34.297627,  0.0012,  -107.119286,  0.0014,  86.6320,     0.64,  -0.99,  90.1256, 0.341, 3.67e-04, 14.20,        86.02,    3," US0001,US0004,US0005",20190510192049_n7h9z, 2458614.306131809950, 2019-05-10 19:20:49.788380,  49.591847, 172.680756, 152.39981,  2.0915, +70.86339,  0.1995, 119.42203,  1.0405, +53.74392,  0.3794,   5.77787,  0.4054, 136.84920,  0.0544,  +8.09965,  0.5273,  33.07029,  0.2740,    1.337256,  0.0393,   0.249135,  0.0205,   8.108967,  0.5279, 166.310091,   0.8015,  49.614937,   0.0015, 215.925028,  0.8001,   1.913080,   1.004098,  13.664687,  0.8001.1,   7.985103,  0.7935,    1.670413,  0.0783,   0.637357,  0.0259,   1.546402,  0.0693,   4.863780,  0.1006, 165.09312,  0.9188, +64.45893,  0.1665, 350.05494,  1.2755,  70.75267,  0.1283,  12.50708,  0.1975,  12.15150,  0.2206,    45.675622,    14.174056,  81.3130,    0.03,    45.662401,    14.177496,  76.9879,    0.08,  +3.99,  80.1044, 0.279, 1.00e-05, 70.50,        27.16," HR0004,HR0008"
20181212020538_T2WlP,2458464.5872531324, 2018-12-12 02:05:38.670637,4.0,  GEM,259.72815,5.390184,111.78967,0.1814,32.89333,0.2815,108.50324,0.1963,10.84462,0.2558,33.49068,0.0715,53.3177,0.0771,10.99737,0.235,33.02649,0.1414,1.24736,0.0158,0.884903,0.0007,23.604093,0.4198,325.036408,0.4844,259.723348,0.0001,224.759756,0.4843,-13.265273,    None,0.143568,0.0025,214.966783,0.4843,333.014016,  0.5271,2.351152,0.0293,0.707484,0.014,1.39312,  0.0263,4.59013,0.0523,109.48995,0.1694,34.05738,0.263,54.49903,0.1313,9.25075,0.2714,35.59064,0.0678,35.28778,0.0447,35.485909,0.0004,-106.750486,0.0001,100.1244,0.12,35.247565,0.0006,-107.156773,0.0006,92.7736,0.16,1.33,1.23,94.4194,0.776,5.21e-05,16.97,86.92,   True,   True,2.0," US0007,US0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181212024248_g3EFF,2458464.613064484, 2018-12-12 02:42:48.771435,638.0,  DZT,259.754395,15.103112,86.72872,0.1109,17.32325,0.1951,86.85958,0.1026,-6.07879,0.1972,25.41787,0.075,32.74215,0.0688,-4.15263,0.1306,37.18267,0.0784,2.115239,0.0283,0.784898,0.0029,5.667123,0.1711,102.884219,0.1731,79.766851,0.0004,182.651069,0.1727,5.523991,    None,0.454993,0.0004,257.101495,0.1728,345.853159,  0.3350,3.775486,0.0565,0.32038,0.0067,3.076379,  0.0612,3.246565,0.0332,84.5707,0.092,18.66177,0.1764,85.67568,0.1259,27.15553,0.1639,28.0766,0.0687,27.34465,0.0604,35.555001,0.0003,-106.369351,0.0002,98.4954,0.07,35.535701,0.0003,-106.675128,0.0,84.1092,0.06,1.2,1.01,88.9359,0.664,0.00014,23.27,59.74,   True,   True,2.0," US0007,US0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181212025546_jfcd5,2458464.6220641504, 2018-12-12 02:55:46.342595,-1.0,  ...,259.763545,18.034719,53.27741,0.6072,27.35535,1.7315,57.57205,0.1871,7.95719,1.8079,12.98936,0.5493,8.80189,0.5936,2.77015,0.6521,37.18815,0.363,2.117297,0.1129,0.60164,0.0274,2.9307,0.6921,231.837656,0.233,259.733517,0.034,131.571172,0.2203,-2.303918,    None,0.843446,0.0039,308.190702,0.2203,348.542273,  1.3639,3.391149,0.2295,0.319913,0.0319,3.080871,  0.2361,3.475614,0.1498,50.81972,0.3545,28.58168,1.3843,95.03234,2.3182,61.48817,0.8767,17.27656,0.4056,16.88073,0.2832,35.672501,0.0007,-106.672383,0.0001,78.1636,0.11,35.675416,0.0007,-106.713155,0.0001,71.2866,0.1,0.48,0.95,75.7905,0.345,0.000203,17.31,57.45,   True,   True,2.0," US0007,US0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181212030712_Byhmg,2458464.6300038206, 2018-12-12 03:07:12.330103,-1.0,  ...,259.771618,20.94871,63.58067,1.3434,53.15675,1.0209,71.7904,0.7425,31.37629,1.1422,11.49481,0.796,7.19791,0.8707,10.23613,0.9023,33.67353,0.4141,1.327954,0.0504,0.384581,0.0278,10.717933,0.9829,247.179533,1.6787,259.762076,0.0009,146.941609,1.6779,-9.870214,    None,0.817248,0.0045,292.828486,1.6779,328.553885,  3.3397,1.838659,0.1038,0.644066,0.0407,1.530294,  0.0854,4.835324,0.1565,57.85966,0.6859,51.16681,0.9636,47.7541,1.9601,59.42101,0.3467,16.12889,0.5525,15.0565,0.5015,35.565995,0.0012,-106.625383,0.0002,83.9649,0.2,35.541056,0.0009,-106.659194,0.0001,76.9172,0.13,0.56,1.77,79.9339,0.572,8.58e-05,45.86,98.6,   True,   True,2.0," US0007,US0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181212031156_KNHWk,2458464.633287463, 2018-12-12 03:11:56.036792,-1.0,  ...,259.774958,22.227508,340.65797,3.8682,81.32141,0.536,67.71151,0.9999,67.95148,0.722,19.44162,0.4986,2.78415,0.5594,28.91838,0.2245,37.26276,0.4572,2.145754,0.3016,0.565929,0.0373,29.553704,0.2895,211.744194,0.3267,259.770651,0.0,111.514845,0.3267,-15.0408,    None,0.93141,0.0023,328.258866,0.3267,352.468283,  0.9113,3.360098,0.605,0.31357,0.0357,3.143188,  0.7642,3.346408,0.1987,357.93551,2.1797,79.27091,0.4989,353.77047,0.3901,45.10693,0.6089,22.35587,0.4387,21.84677,0.5157,35.468598,0.0004,-106.529764,0.0004,94.6581,0.15,35.40695,0.0008,-106.521669,0.0003,87.6618,0.18,0.53,1.52,90.2246,0.634,5.52e-05,42.45,89.21,   True,   True,2.0," US0007,US0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181212033118_eMXZl,2458464.6467438135, 2018-12-12 03:31:18.665529,-1.0,  ...,259.78864,26.485871,113.42366,0.4126,31.7408,0.0869,110.07216,0.3645,9.92075,0.0365,33.917,0.0234,55.02036,0.2446,10.34723,0.0346,32.52846,0.163,1.192623,0.0183,0.896683,0.0011,23.552253,0.2432,328.272325,0.6137,259.783377,0.0,228.055702,0.6138,-12.130258,    None,0.123218,0.0033,211.731685,0.6138,331.610119,  0.5794,2.262028,0.0333,0.756745,0.0161,1.302433,  0.0304,4.752233,0.0573,111.71809,0.401,32.3155,0.0767,64.53064,0.1029,21.11619,0.3365,36.01457,0.0222,35.73444,0.0554,34.434947,0.0004,-107.143128,0.0003,99.8674,0.08,34.326427,0.0005,-107.416957,0.0006,89.0014,0.09,0.89,0.38,90.9966,0.816,0.000115,9.53,26.54,   True,   True,2.0," US0002,US0009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181212034307_tqfh7,2458464.6549431127, 2018-12-12 03:43:07.084942,-1.0,  ...,259.796977,29.245297,112.25876,0.231,30.93552,0.3285,109.20374,0.2492,8.96968,0.2946,32.91516,0.0451,53.19042,0.244,9.13542,0.2634,32.31741,0.1038,1.171077,0.0101,0.885932,0.0022,19.754852,0.3964,327.139876,0.5832,259.791023,0.0001,226.930899,0.5831,-10.567482,    None,0.133582,0.0036,212.864852,0.5831,330.286476,  0.3123,2.208573,0.0165,0.777725,0.0103,1.267299,  0.0162,4.858137,0.0347,110.61672,0.2298,31.51387,0.3161,67.36779,0.2085,24.05068,0.324,35.05978,0.0428,34.12381,0.0175,35.478095,0.0003,-107.33836,0.0004,101.2652,0.06,35.368603,0.0003,-107.657748,0.0015,87.1158,0.12,1.04,-1.49,88.7191,0.887,0.000711,16.87,36.76,   True,  False,2.0," US0007,US0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181212042612_Mebs7,2458464.684870911, 2018-12-12 04:26:12.846696,633.0,  PTS,259.827407,41.041316,82.93897,0.3414,25.00228,0.0906,83.60066,0.307,1.72129,0.1004,21.81743,0.3892,27.14115,0.4112,1.03474,0.0663,36.24125,0.3117,1.815965,0.0844,0.707063,0.0141,1.302306,0.0879,276.389166,0.611,259.748831,0.0066,176.137997,0.6057,-1.294216,    None,0.531963,0.0012,263.688208,0.6057,341.224058,  1.5363,3.099967,0.1699,0.402757,0.0279,2.447157,  0.1711,3.701066,0.1299,81.87353,0.2687,25.63936,0.0726,93.44564,0.1734,53.80516,0.2251,24.70644,0.3467,24.54643,0.2518,34.907125,0.0002,-106.33859,0.0005,95.7417,0.13,34.911765,0.0001,-106.432863,0.0002,83.7968,0.06,0.6,2.72,90.2925,0.456,2.27e-05,54.1,77.22,   True,   True,2.0," US0002,US0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181212042645_LGeIT,2458464.685246011, 2018-12-12 04:26:45.255331,-1.0,  ...,259.827788,40.348272,7.64067,0.5302,-18.5638,1.1221,359.3301,0.817,-20.01261,0.9638,6.37951,0.1634,351.71928,0.1539,-3.45408,0.0869,36.25172,0.1752,1.818787,0.0415,0.459567,0.014,3.455907,0.0868,5.974593,0.412,79.855334,0.0007,85.829927,0.4122,0.359501,    None,0.982933,0.0002,353.996579,0.4122,358.023482,  0.0984,2.654641,0.0833,0.40182,0.016,2.452864,  0.0816,3.909569,0.0686,17.4289,0.3386,-4.42093,0.5667,213.18691,0.568,44.81818,0.4195,12.66602,0.0772,11.84913,0.0594,35.306409,0.0012,-107.166621,0.0011,75.572,0.17,35.500058,0.001,-107.012987,0.0012,49.852,0.18,3.21,0.58,66.9932,0.334,0.00316,5.55,92.65,   True,   True,2.0," US0007,US0008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
