# Summary generated on 2023-06-16 05:42:37.755549 UTC
#  Unique trajectory;      Beginning      ;        Beginning          ;   IAU;  IAU;   Sol lon ;   App LST ;   RAgeo  ;   +/-  ;   DECgeo ;   +/-  ;  LAMgeo  ;   +/-  ;   BETgeo ;   +/-  ;    Vgeo  ;    +/- ;  LAMhel  ;   +/-  ;   BEThel ;   +/-  ;    Vhel  ;    +/- ;       a    ;   +/-  ;      e    ;   +/-  ;      i    ;   +/-  ;    peri   ;    +/-  ;    node   ;    +/-  ;     Pi    ;   +/-  ;      b    ;   +/-  ;      q    ;   +/-  ;      f    ;   +/-  ;      M    ;   +/-  ;       Q    ;   +/-  ;      n    ;   +/-  ;      T    ;   +/-  ; TisserandJ;   +/-  ;   RAapp  ;   +/-  ;   DECapp ;   +/-  ;  Azim +E ;   +/-  ;    Elev  ;   +/-  ;   Vinit  ;    +/- ;    Vavg  ;    +/- ;    LatBeg   ;   +/-  ;    LonBeg   ;   +/-  ;   HtBeg ;   +/-  ;    LatEnd   ;   +/-  ;    LonEnd   ;   +/-  ;   HtEnd ;   +/-  ; Duration;  Peak ;  Peak Ht;   F  ;  Mass kg;   Qc ; MedianFitErr; Beg in; End in;  Num;      Participating    
#      identifier   ;     Julian date     ;         UTC Time          ;    No; code;     deg   ;     deg   ;    deg   ;  sigma ;    deg   ;  sigma ;    deg   ;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;    deg   ;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;      AU    ;  sigma ;           ;  sigma ;    deg    ;  sigma ;     deg   ;   sigma ;     deg   ;   sigma ;    deg    ;  sigma ;    deg    ;  sigma ;     AU    ;  sigma ;    deg    ;  sigma ;     deg   ;  sigma ;      AU    ;  sigma ;   deg/day ;  sigma ;    years  ;  sigma ;           ;  sigma ;    deg   ;  sigma ;    deg   ;  sigma ; of N  deg;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;    km/s  ;   sigma;    +N deg   ;  sigma ;    +E deg   ;  sigma ;     km  ;  sigma ;    +N deg   ;  sigma ;    +E deg   ;  sigma ;     km  ;  sigma ;   sec   ; AbsMag;     km  ; param; tau=0.7%;  deg ;    arcsec   ;   FOV ;   FOV ; stat;         stations      
# ------------------; --------------------; --------------------------; -----; ----; ----------; ----------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; -----------; -------; ----------; -------; ----------; -------; ----------; --------; ----------; --------; ----------; -------; ----------; -------; ----------; -------; ----------; -------; ----------; -------; -----------; -------; ----------; -------; ----------; -------; ----------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ------------; -------; ------------; -------; --------; -------; ------------; -------; ------------; -------; --------; -------; --------; ------; --------; -----; --------; -----; ------------; ------; ------; ----; ----------------------
20181213102838_fwqHf; 2458465.936552728061; 2018-12-13 10:28:38.155704;     4;  GEM; 261.100249; 132.780478; 113.86297;  0.8749; +33.14219;  0.9164; 110.21294;  0.5855; +11.36373;  1.0210;  34.63014;  1.4621;  56.39332;  2.1692; +11.72722;  1.2979;  33.56724;  0.7199;    1.313369;  0.0937;   0.896807;  0.0143;  26.412647;  4.3799; 325.480508;   0.4014; 261.098350;   0.0007; 226.578857;  0.4019; -14.600679;    None;   0.135530;  0.0087; 214.523481;  0.4019; 335.553620;  3.2975;    2.491208;  0.1957;   0.654824;  0.0703;   1.505153;  0.1616;   4.360640;  0.3076; 115.29211;  0.8225; +33.28805;  0.8805; 266.11379;  2.7809;  75.41692;  0.8636;  36.26781;  1.3916;  34.67242;  0.7243;    35.553617;  0.0006;  -106.438181;  0.0006;  96.4571;    0.10;    35.555085;  0.0006;  -106.411732;  0.0006;  87.0701;    0.10;     0.28;  +0.55;  88.5352; 0.844; 3.23e-05; 16.62;        50.57;   True;   True;    2; US0007,US0008
20181213103933_MDbSI; 2458465.944133293815; 2018-12-13 10:39:33.116586;    -1;  ...; 261.107959; 135.944004; 119.44910;  2.0033; +36.04636;  0.7543; 114.30913;  1.5353; +15.06079;  1.0252;  36.52966;  0.8912;  60.89445;  1.9890; +16.68688;  1.4731;  33.05419;  0.1262;    1.250102;  0.0155;   0.903684;  0.0074;  40.944536;  4.7420; 328.099325;   1.5951; 261.107683;   0.0006; 229.207007;  1.5956; -20.261605;    None;   0.120405;  0.0111; 211.903358;  1.5956; 333.924739;  0.2082;    2.379800;  0.0204;   0.705157;  0.0124;   1.397716;  0.0263;   4.480113;  0.0239; 120.80444;  1.9355; +36.08689;  0.7125; 278.66912;  1.9432;  77.67258;  1.6693;  38.09584;  0.8488;  36.82139;  0.7553;    35.167835;  0.0004;  -106.004171;  0.0015;  94.4646;    0.21;    35.164199;  0.0005;  -105.975227;  0.0017;  82.0866;    0.16;     0.42;  -0.16;  88.5759; 0.476; 8.07e-05; 16.08;        75.92;   True;   True;    2; US0002,US0008
20181213104009_dOkVV; 2458465.944557523821; 2018-12-13 10:40:09.770058;    -1;  ...; 261.108390; 136.121747; 110.05327;  0.7634; +29.64440;  0.5159; 107.48925;  0.6016;  +7.41606;  0.5972;  32.40500;  0.2819;  52.24199;  0.6690;  +7.20154;  0.6393;  33.35868;  0.0978;    1.286769;  0.0126;   0.876572;  0.0039;  14.669388;  1.4716; 322.703544;   0.9538; 261.103474;   0.0011; 223.807018;  0.9549;  -8.826838;    None;   0.158823;  0.0068; 217.303344;  0.9548; 333.931870;  0.2217;    2.414715;  0.0186;   0.675233;  0.0096;   1.459660;  0.0217;   4.507462;  0.0269; 111.68489;  0.7379; +29.96439;  0.4896; 261.92437;  0.5199;  68.77789;  0.7832;  34.11415;  0.2662;  33.61576;  0.2196;    35.466458;  0.0005;  -105.986643;  0.0010;  96.8724;    0.15;    35.473159;  0.0002;  -105.928808;  0.0005;  83.0369;    0.05;     0.44;  -1.20;  87.8977; 0.649; 2.74e-04; 18.18;        44.48;   True;   True;    2; US0007,US0008
20181213104035_qtrmu; 2458465.944850786589; 2018-12-13 10:40:35.107961;    -1;  ...; 261.108688; 136.205698; 117.07115;  1.0526; +31.99132;  0.1276; 113.12960;  0.9050; +10.70159;  0.1390;  35.10407;  0.4204;  58.98963;  1.1481; +11.59011;  0.3172;  32.44172;  0.1746;    1.183217;  0.0186;   0.910235;  0.0061;  28.577898;  1.7236; 330.719767;   1.4447; 261.107196;   0.0003; 231.826963;  1.4449; -13.529955;    None;   0.106212;  0.0091; 209.283940;  1.4449; 331.890561;  0.3953;    2.260223;  0.0281;   0.765787;  0.0173;   1.287056;  0.0306;   4.745186;  0.0476; 118.47804;  1.0128; +32.13549;  0.1333; 265.07193;  1.0680;  75.00119;  0.8154;  36.71574;  0.4003;  35.36803;  0.3551;    34.722745;  0.0004;  -106.004573;  0.0009;  95.1384;    0.13;    34.725856;  0.0004;  -105.960809;  0.0011;  79.9115;    0.12;     0.49;  -0.50;  85.0468; 0.663; 1.58e-04; 17.78;        68.92;   True;   True;    2; US0002,US0008
20181213104038_3crhU; 2458465.944891566876; 2018-12-13 10:40:38.631378;    -1;  ...; 261.108729; 135.758264; 113.57302;  0.5165; +34.80822;  0.4027; 109.69134;  0.3666; +12.96795;  0.4611;  34.64261;  2.1563;  55.81037;  2.8138; +13.25218;  0.7787;  33.90905;  1.3126;    1.359791;  0.2987;   0.889711;  0.0201;  28.861078;  4.8806; 323.172771;   0.3215; 261.107296;   0.0004; 224.280067;  0.3216; -16.817542;    None;   0.149970;  0.0100; 216.830853;  0.3215; 336.534189;  4.9745;    2.569612;  0.6071;   0.621579;  0.1208;   1.585656;  0.5871;   4.235999;  0.5801; 115.09287;  0.4486; +34.94840;  0.3826; 274.32942;  1.2289;  73.13625;  0.4176;  36.26501;  2.0675;  35.09114;  0.4146;    35.446087;  0.0004;  -106.470543;  0.0002;  96.1488;    0.11;    35.444104;  0.0003;  -106.438613;  0.0002;  86.4277;    0.08;     0.28;  +0.75;  90.2392; 0.608; 1.87e-05; 24.45;        47.18;   True;   True;    2; US0007,US0008
20181213104332_I1SqN; 2458465.946907404810; 2018-12-13 10:43:32.799776;    -1;  ...; 261.110780; 135.880176; 157.88528;  0.1861; -34.20323;  0.3252; 175.36817;  0.3732; -39.76136;  0.2155;  59.21981;  0.1744; 182.98478;  1.0998; -67.77998;  0.1367;  40.91573;  0.2647;    6.923820;  0.6765;   0.858743;  0.0238; 111.789595;  0.1969; 350.341542;   0.7625;  81.111829;   0.0000;  71.453371;  0.7625;  -8.962483;    None;   0.978037;  0.0009;   9.656581;  0.7625;   0.377687;  0.0504;   12.869604;  1.3538;   0.054099;  0.0157;  18.218780;  2.3728;   0.312869;  0.1247; 158.23033;  0.1829; -33.54601;  0.3239; 160.55380;  0.0554;  17.83082;  0.3547;  60.37015;  0.1714;  59.74841;  0.1640;    35.544812;  0.0008;  -107.083566;  0.0005; 111.5234;    0.12;    35.942843;  0.0011;  -107.256460;  0.0007;  96.4118;    0.15;     0.87;  -1.53; 100.0181; 0.761; 2.40e-04; 10.51;        51.34;   True;   True;    2; US0007,US0008
20181213104810_3GI3L; 2458465.950121165253; 2018-12-13 10:48:10.468678;     4;  GEM; 261.114048; 137.326775; 112.69109;  0.1963; +32.35853;  0.6834; 109.34994;  0.0897; +10.43243;  0.6979;  33.30679;  0.7653;  54.18480;  1.0359; +10.48380;  0.7901;  33.14109;  0.4487;    1.260314;  0.0497;   0.882965;  0.0077;  22.226169;  2.1603; 324.398150;   0.2132; 261.111587;   0.0005; 225.509738;  0.2128; -12.721125;    None;   0.147501;  0.0035; 215.606422;  0.2128; 333.362949;  2.1040;    2.373127;  0.1027;   0.696604;  0.0444;   1.414878;  0.0826;   4.557041;  0.1825; 114.28409;  0.1650; +32.58912;  0.6568; 267.89853;  1.7261;  70.73050;  0.3180;  34.97945;  0.7245;  33.31938;  0.5728;    35.521737;  0.0008;  -106.785925;  0.0001;  96.3244;    0.11;    35.523078;  0.0007;  -106.740944;  0.0002;  84.4723;    0.17;     0.40;  +0.39;  90.7232; 0.473; 6.91e-05; 11.18;        42.48;   True;   True;    2; US0007,US0008
20181213105634_QRA29; 2458465.955952049699; 2018-12-13 10:56:34.257094;     4;  GEM; 261.119978; 139.981281; 112.65748;  1.4016; +32.85743;  0.4701; 109.24227;  1.0932; +10.92080;  0.6617;  32.76074;  0.7796;  53.26893;  1.6513; +10.87308;  0.9865;  32.89862;  0.0736;    1.232275;  0.0080;   0.873984;  0.0079;  22.351958;  3.4227; 323.708831;   1.3067; 261.117631;   0.0005; 224.826462;  1.3071; -13.008313;    None;   0.155287;  0.0098; 216.295688;  1.3071; 332.034054;  0.4249;    2.309262;  0.0167;   0.720515;  0.0073;   1.367924;  0.0133;   4.660702;  0.0354; 114.34986;  1.3425; +33.10182;  0.4385; 271.99323;  0.7687;  68.74050;  1.1774;  34.44916;  0.7414;  33.11884;  0.6578;    35.095121;  0.0002;  -106.240279;  0.0010;  95.2862;    0.17;    35.093769;  0.0002;  -106.193467;  0.0009;  84.1432;    0.15;     0.37;  +0.58;  87.3932; 0.708; 4.75e-05; 19.35;        93.00;   True;   True;    2; US0002,US0008
20181213110327_yRUsk; 2458465.960732825100; 2018-12-13 11:03:27.316089;    -1;  ...; 261.124840; 141.949771; 119.97426;  1.9994; +35.54490;  0.4505; 114.84638;  1.5937; +14.65675;  0.6962;  34.95622;  0.7427;  59.05997;  1.7994; +16.13918;  1.1046;  31.81662;  0.4052;    1.123038;  0.0407;   0.891987;  0.0086;  37.608241;  3.5536; 329.290379;   2.0088; 261.124503;   0.0004; 230.414882;  2.0092; -18.158791;    None;   0.121302;  0.0132; 210.712407;  2.0091; 328.566589;  1.5302;    2.124775;  0.0725;   0.828157;  0.0403;   1.190125;  0.0663;   4.966816;  0.1342; 121.49042;  1.9298; +35.64665;  0.4162; 278.09549;  0.7954;  73.32714;  1.6100;  36.56597;  0.7047;  34.50868;  0.5988;    35.016999;  0.0002;  -105.997395;  0.0012;  93.2106;    0.14;    35.014476;  0.0001;  -105.975894;  0.0005;  86.4900;    0.05;     0.20;  +1.62;  88.9542; 0.633; 1.15e-05; 17.00;        80.09;   True;   True;    2; US0002,US0008
20181213113630_d93kW; 2458465.983688407578; 2018-12-13 11:36:30.678415;   502;  DRV; 261.148187; 150.263884; 192.59844;  0.0393; +14.66554;  0.3373; 185.61965;  0.1321; +18.43431;  0.3154;  70.21479;  0.5357; 196.80846;  0.3395; +30.30365;  0.3766;  44.00140;  0.5708;   -6.626375;  6.2432;   1.128980;  0.0490; 147.042263;  0.3243; 138.711377;   1.5996; 261.152626;   0.0000;  39.864003;  1.5996;  21.037145;    None;   0.854667;  0.0069;  41.291531;  1.5997;        nan;     nan;  -14.107416; 12.4804;   0.057782;  0.0304;        nan;     nan;  -1.777665;  0.3056; 192.84059;  0.0397; +14.67449;  0.3321; 107.51300;  0.4082;  46.66058;  0.1845;  71.33678;  0.5291;  71.08921;  0.5837;    35.434488;  0.0006;  -105.990548;  0.0007; 113.3682;    0.12;    35.482954;  0.0004;  -106.179029;  0.0008;  94.1184;    0.12;     0.41;  -1.78;  98.3695; 0.779; 1.16e-04; 16.17;        34.63;   True;   True;    2; US0007,US0008
